android_id,android_image,campaign_hash,country,guid,hypervisor,install_id,instance,locale,machine_id,oem,player_version,session_id,version_machine_id
90c344a2067fdb95,Pie64,36f9c514f6c3d7fc74c3b96376e9bde6,IN,fdbbd6ad-a430-4140-9f46-7cfe27c2b607,vbox,bfcde5b6-731d-4fa6-b961-d0c0655ee570,Pie64,en-US,fdbbd6ad-a430-4140-9f46-7cfe27c2b607,nxt,5.12.1.1001,3,caab1847-1c6b-42f6-8509-8dfd2daf093f
